"gram2" "gram3" "target" "newsFreq" "blogFreq" "twitterFreq"
"3686" "it" "suppos" "to" 0 3 4
"3687" "it" "too" "late" 0 3 3
"3688" "it" "was" "great" 0 3 11
"3689" "it" "worth" "it" 0 3 2
"3690" "around" "and" "i" 0 2 2
"3691" "just" "make" "me" 0 3 2
"3692" "know" "that" "you" 0 3 3
"3693" "last" "night" "of" 0 3 2
"3694" "onli" "way" "to" 0 2 5
"3695" "let" "just" "say" 0 3 2
"3696" "like" "i" "need" 0 3 3
"3697" "as" "i" "do" 0 2 2
"3698" "like" "to" "call" 0 3 2
"3699" "i" "love" "my" 0 2 15
"3700" "live" "on" "the" 0 3 4
"3701" "live" "the" "life" 0 3 2
"3702" "look" "at" "all" 0 3 2
"3703" "look" "for" "some" 0 3 2
"3704" "love" "it" "i" 0 3 2
"3705" "love" "to" "be" 0 3 2
"3706" "love" "to" "know" 0 3 2
"3707" "make" "it" "into" 0 3 3
"3708" "make" "me" "happi" 0 3 4
"3709" "make" "me" "want" 0 3 10
"3710" "make" "sure" "to" 0 3 9
"3711" "man" "in" "the" 0 3 2
"3712" "mani" "of" "my" 0 3 2
"3713" "massiv" "amount" "of" 0 3 2
"3714" "mayb" "you" "can" 0 3 2
"3715" "me" "in" "my" 0 3 2
"3716" "me" "that" "i" 0 3 3
"3717" "mean" "so" "much" 0 3 5
"3718" "meet" "you" "and" 0 3 4
"3719" "might" "have" "a" 0 3 3
"3720" "more" "import" "than" 0 3 7
"3721" "at" "the" "beach" 0 2 3
"3722" "my" "life" "in" 0 3 2
"3723" "my" "new" "favorit" 0 3 2
"3724" "at" "the" "shop" 0 2 2
"3725" "need" "to" "start" 0 3 5
"3726" "never" "go" "to" 0 3 3
"3727" "never" "know" "what" 0 3 3
"3728" "new" "year" "resolut" 0 3 2
"3729" "next" "time" "i" 0 3 6
"3730" "not" "at" "all" 0 3 6
"3731" "not" "know" "that" 0 3 2
"3732" "not" "sure" "that" 0 3 4
"3733" "bad" "for" "the" 0 2 3
"3734" "now" "if" "you" 0 3 2
"3735" "of" "a" "lot" 0 3 2
"3736" "of" "cours" "you" 0 3 4
"3737" "of" "my" "friend" 0 3 2
"3738" "of" "social" "media" 0 3 2
"3739" "of" "the" "bodi" 0 3 2
"3740" "ill" "tri" "to" 0 2 5
"3741" "be" "proud" "of" 0 2 3
"3742" "be" "the" "most" 0 2 7
"3743" "off" "for" "the" 0 3 3
"3744" "on" "sunday" "morn" 0 3 2
"3745" "becaus" "i" "dont" 0 2 2
"3746" "on" "the" "planet" 0 3 2
"3747" "becaus" "of" "you" 0 2 2
"3748" "one" "cup" "of" 0 3 2
"3749" "onli" "in" "the" 0 3 2
"3750" "becom" "awar" "of" 0 2 2
"3751" "onli" "to" "find" 0 3 2
"3752" "out" "for" "a" 0 3 4
"3753" "been" "to" "the" 0 2 3
"3754" "out" "of" "me" 0 3 2
"3755" "out" "the" "best" 0 3 2
"3756" "out" "to" "eat" 0 3 3
"3757" "out" "with" "the" 0 3 3
"3758" "believ" "that" "i" 0 2 3
"3759" "place" "to" "be" 0 3 2
"3760" "pleas" "email" "me" 0 3 5
"3761" "realiz" "that" "it" 0 3 2
"3762" "realli" "enjoy" "the" 0 3 2
"3763" "realli" "excit" "to" 0 3 2
"3764" "realli" "like" "the" 0 3 5
"3765" "reason" "whi" "i" 0 3 2
"3766" "right" "now" "and" 0 3 3
"3767" "right" "now" "but" 0 3 3
"3768" "right" "now" "is" 0 3 5
"3769" "right" "out" "of" 0 3 2
"3770" "right" "side" "of" 0 3 3
"3771" "room" "full" "of" 0 3 2
"3772" "in" "the" "home" 0 2 2
"3773" "see" "if" "i" 0 3 4
"3774" "see" "the" "world" 0 3 2
"3775" "brought" "to" "you" 0 2 4
"3776" "in" "this" "life" 0 2 2
"3777" "right" "now" "so" 0 2 6
"3778" "but" "it" "seem" 0 2 4
"3779" "but" "not" "the" 0 2 4
"3780" "inspir" "me" "to" 0 2 3
"3781" "invas" "of" "the" 0 2 2
"3782" "such" "a" "good" 0 3 4
"3783" "but" "you" "do" 0 2 2
"3784" "is" "a" "complet" 0 2 3
"3785" "but" "you" "just" 0 2 2
"3786" "than" "i" "was" 0 3 2
"3787" "is" "becaus" "of" 0 2 2
"3788" "want" "to" "let" 0 2 2
"3789" "call" "you" "back" 0 2 2
"3790" "can" "do" "it" 0 2 6
"3791" "is" "in" "my" 0 2 2
"3792" "is" "it" "realli" 0 2 4
"3793" "can" "i" "just" 0 2 2
"3794" "can" "i" "say" 0 2 4
"3795" "is" "just" "so" 0 2 2
"3796" "can" "make" "you" 0 2 2
"3797" "can" "onli" "hope" 0 2 2
"3798" "can" "say" "is" 0 2 4
"3799" "cant" "get" "enough" 0 2 2
"3800" "is" "not" "that" 0 2 2
"3801" "is" "now" "avail" 0 2 2
"3802" "is" "now" "on" 0 2 3
"3803" "is" "out" "of" 0 2 2
"3804" "the" "first" "step" 0 3 3
"3805" "chang" "my" "life" 0 2 4
"3806" "chang" "my" "mind" 0 2 3
"3807" "check" "it" "out" 0 2 26
"3808" "is" "whi" "we" 0 2 2
"3809" "the" "love" "of" 0 3 3
"3810" "it" "all" "in" 0 2 2
"3811" "it" "all" "over" 0 2 2
"3812" "the" "next" "hour" 0 3 2
"3813" "the" "other" "way" 0 3 3
"3814" "it" "be" "a" 0 2 2
"3815" "come" "out" "in" 0 2 2
"3816" "so" "i" "will" 0 2 2
"3817" "it" "doesnt" "work" 0 2 2
"3818" "so" "mani" "peopl" 0 2 6
"3819" "it" "great" "to" 0 2 4
"3820" "could" "go" "back" 0 2 2
"3821" "could" "make" "it" 0 2 2
"3822" "couldnt" "make" "it" 0 2 6
"3823" "week" "we" "are" 0 2 2
"3824" "crack" "me" "up" 0 2 5
"3825" "sorri" "for" "the" 0 2 8
"3826" "sorri" "i" "dont" 0 2 2
"3827" "thing" "i" "had" 0 3 2
"3828" "day" "ago" "i" 0 2 2
"3829" "this" "for" "a" 0 3 2
"3830" "those" "who" "believ" 0 3 2
"3831" "still" "dont" "have" 0 2 4
"3832" "to" "anyon" "who" 0 3 2
"3833" "to" "attend" "the" 0 3 2
"3834" "did" "i" "just" 0 2 2
"3835" "did" "you" "say" 0 2 3
"3836" "did" "you" "think" 0 2 3
"3837" "didnt" "get" "the" 0 2 2
"3838" "ive" "alway" "want" 0 2 4
"3839" "didnt" "mean" "to" 0 2 2
"3840" "ive" "got" "the" 0 2 2
"3841" "ive" "had" "a" 0 2 3
"3842" "to" "improv" "the" 0 3 4
"3843" "to" "make" "one" 0 3 2
"3844" "to" "me" "at" 0 3 4
"3845" "to" "me" "the" 0 3 2
"3846" "do" "someth" "about" 0 2 3
"3847" "to" "see" "her" 0 3 2
"3848" "do" "this" "to" 0 2 3
"3849" "kid" "in" "the" 0 2 2
"3850" "do" "you" "get" 0 2 3
"3851" "know" "i" "love" 0 2 2
"3852" "know" "if" "you" 0 2 8
"3853" "to" "wake" "up" 0 3 8
"3854" "know" "we" "are" 0 2 3
"3855" "dont" "forget" "that" 0 2 3
"3856" "to" "you" "by" 0 3 5
"3857" "dont" "know" "i" 0 2 3
"3858" "too" "late" "to" 0 3 3
"3859" "top" "of" "my" 0 3 4
"3860" "last" "day" "of" 0 2 12
"3861" "tri" "to" "write" 0 3 2
"3862" "up" "on" "my" 0 3 3
"3863" "up" "to" "be" 0 3 2
"3864" "use" "to" "it" 0 3 2
"3865" "less" "than" "hour" 0 2 3
"3866" "let" "do" "it" 0 2 7
"3867" "want" "to" "meet" 0 3 9
"3868" "was" "great" "to" 0 3 2
"3869" "light" "of" "the" 0 2 2
"3870" "way" "home" "from" 0 3 2
"3871" "way" "to" "spend" 0 3 3
"3872" "we" "can" "onli" 0 3 2
"3873" "we" "do" "it" 0 3 2
"3874" "especi" "when" "it" 0 2 2
"3875" "we" "love" "to" 0 3 2
"3876" "like" "to" "share" 0 2 2
"3877" "what" "did" "you" 0 3 5
"3878" "what" "i" "think" 0 3 2
"3879" "ever" "been" "to" 0 2 2
"3880" "everi" "day" "for" 0 2 2
"3881" "everyon" "in" "the" 0 2 4
"3882" "what" "would" "you" 0 3 4
"3883" "when" "i" "dont" 0 3 5
"3884" "when" "i" "had" 0 3 2
"3885" "when" "i" "went" 0 3 2
"3886" "excit" "for" "the" 0 2 7
"3887" "the" "art" "of" 0 2 2
"3888" "explain" "it" "to" 0 2 2
"3889" "whi" "am" "i" 0 3 10
"3890" "whi" "i" "was" 0 3 2
"3891" "look" "in" "the" 0 2 2
"3892" "who" "am" "i" 0 3 3
"3893" "lot" "of" "great" 0 2 2
"3894" "will" "be" "great" 0 3 2
"3895" "famili" "and" "i" 0 2 2
"3896" "far" "as" "i" 0 2 3
"3897" "love" "this" "song" 0 2 5
"3898" "love" "to" "get" 0 2 3
"3899" "with" "all" "those" 0 3 2
"3900" "with" "me" "in" 0 3 2
"3901" "with" "my" "dad" 0 3 4
"3902" "with" "my" "new" 0 3 3
"3903" "with" "the" "best" 0 3 4
"3904" "work" "and" "it" 0 3 2
"3905" "fill" "in" "the" 0 2 3
"3906" "find" "out" "the" 0 2 2
"3907" "first" "thing" "i" 0 2 2
"3908" "you" "can" "go" 0 3 2
"3909" "you" "guy" "are" 0 3 16
"3910" "mayb" "it" "just" 0 2 3
"3911" "you" "might" "be" 0 3 3
"3912" "you" "didnt" "have" 0 2 2
"3913" "you" "will" "need" 0 3 2
"3914" "me" "at" "least" 0 2 2
"3915" "me" "for" "the" 0 2 3
"3916" "me" "how" "much" 0 2 2
"3917" "for" "all" "you" 0 2 4
"3918" "me" "on" "a" 0 2 2
"3919" "a" "book" "on" 0 2 2
"3920" "a" "brand" "new" 0 2 2
"3921" "me" "think" "of" 0 2 2
"3922" "for" "more" "info" 0 2 7
"3923" "a" "day" "of" 0 2 4
"3924" "for" "the" "kid" 0 2 2
"3925" "a" "good" "night" 0 2 3
"3926" "a" "heart" "attack" 0 2 5
"3927" "a" "link" "to" 0 2 5
"3928" "a" "lot" "and" 0 2 3
"3929" "a" "lot" "easier" 0 2 2
"3930" "a" "lot" "i" 0 2 2
"3931" "are" "you" "talk" 0 2 3
"3932" "much" "to" "me" 0 2 3
"3933" "from" "begin" "to" 0 2 3
"3934" "from" "me" "in" 0 2 2
"3935" "from" "now" "on" 0 2 5
"3936" "from" "the" "begin" 0 2 2
"3937" "a" "repli" "from" 0 2 2
"3938" "my" "life" "to" 0 2 2
"3939" "my" "list" "of" 0 2 2
"3940" "get" "ahead" "of" 0 2 2
"3941" "get" "it" "done" 0 2 3
"3942" "get" "it" "right" 0 2 3
"3943" "a" "type" "of" 0 2 2
"3944" "get" "use" "to" 0 2 2
"3945" "give" "it" "up" 0 2 3
"3946" "need" "a" "new" 0 2 7
"3947" "need" "to" "keep" 0 2 2
"3948" "need" "to" "run" 0 2 2
"3949" "need" "your" "help" 0 2 3
"3950" "about" "how" "she" 0 2 2
"3951" "go" "to" "and" 0 2 3
"3952" "about" "to" "go" 0 2 3
"3953" "about" "to" "see" 0 2 2
"3954" "nice" "to" "meet" 0 2 7
"3955" "nice" "to" "see" 0 2 5
"3956" "good" "thing" "i" 0 2 4
"3957" "got" "to" "see" 0 2 3
"3958" "guess" "it" "was" 0 2 2
"3959" "not" "have" "ani" 0 2 3
"3960" "all" "i" "want" 0 2 11
"3961" "all" "of" "their" 0 2 4
"3962" "had" "so" "much" 0 2 6
"3963" "had" "the" "same" 0 2 2
"3964" "noth" "wrong" "with" 0 2 5
"3965" "also" "have" "a" 0 2 3
"3966" "now" "have" "a" 0 2 2
"3967" "hard" "for" "me" 0 2 2
"3968" "hard" "to" "get" 0 2 5
"3969" "alway" "be" "there" 0 2 2
"3970" "alway" "will" "be" 0 2 2
"3971" "am" "i" "suppos" 0 2 3
"3972" "has" "now" "been" 0 2 2
"3973" "have" "a" "fun" 0 2 3
"3974" "have" "a" "problem" 0 2 6
"3975" "and" "are" "look" 0 2 2
"3976" "have" "it" "in" 0 2 2
"3977" "have" "so" "much" 0 2 12
"3978" "have" "to" "come" 0 2 3
"3979" "have" "to" "put" 0 2 3
"3980" "have" "to" "watch" 0 2 2
"3981" "and" "finish" "the" 0 2 2
"3982" "and" "give" "you" 0 2 3
"3983" "and" "i" "wish" 0 2 2
"3984" "and" "im" "just" 0 2 2
"3985" "and" "it" "made" 0 2 2
"3986" "think" "it" "time" 0 2 2
"3987" "and" "move" "on" 0 2 3
"3988" "here" "and" "we" 0 2 2
"3989" "and" "now" "im" 0 2 4
"3990" "of" "the" "wall" 0 2 2
"3991" "him" "in" "a" 0 2 3
"3992" "him" "to" "do" 0 2 2
"3993" "his" "name" "is" 0 2 2
"3994" "and" "say" "you" 0 2 2
"3995" "this" "week" "has" 0 2 2
"3996" "honor" "to" "be" 0 2 5
"3997" "hope" "it" "not" 0 2 3
"3998" "hope" "to" "get" 0 2 2
"3999" "hope" "you" "guy" 0 2 3
"4000" "how" "do" "i" 0 2 3
"4001" "how" "i" "am" 0 2 4
"4002" "old" "enough" "to" 0 2 2
"4003" "and" "then" "go" 0 2 4
"4004" "and" "then" "it" 0 2 4
"4005" "on" "a" "saturday" 0 2 2
"4006" "and" "walk" "away" 0 2 3
"4007" "i" "am" "about" 0 2 3
"4008" "i" "am" "and" 0 2 2
"4009" "i" "am" "pretti" 0 2 2
"4010" "on" "my" "face" 0 2 2
"4011" "and" "work" "on" 0 2 2
"4012" "i" "believ" "that" 0 2 4
"4013" "on" "that" "one" 0 2 2
"4014" "i" "can" "find" 0 2 4
"4015" "i" "can" "just" 0 2 3
"4016" "i" "can" "use" 0 2 2
"4017" "anyon" "out" "there" 0 2 3
"4018" "i" "couldnt" "be" 0 2 3
"4019" "anywher" "in" "the" 0 2 2
"4020" "to" "be" "come" 0 2 3
"4021" "are" "at" "the" 0 2 3
"4022" "i" "do" "think" 0 2 2
"4023" "to" "be" "proud" 0 2 2
"4024" "i" "dont" "rememb" 0 2 2
"4025" "i" "final" "got" 0 2 4
"4026" "i" "found" "my" 0 2 2
"4027" "are" "readi" "for" 0 2 3
"4028" "are" "realli" "good" 0 2 2
"4029" "i" "get" "home" 0 2 5
"4030" "are" "the" "one" 0 2 3
"4031" "are" "the" "onli" 0 2 6
"4032" "i" "guess" "he" 0 2 6
"4033" "are" "you" "readi" 0 2 2
"4034" "i" "hate" "my" 0 2 6
"4035" "i" "hate" "to" 0 2 2
"4036" "i" "have" "decid" 0 2 2
"4037" "i" "just" "hope" 0 2 4
"4038" "i" "just" "know" 0 2 2
"4039" "i" "know" "but" 0 2 2
"4040" "i" "know" "you" 0 2 7
"4041" "i" "love" "him" 0 2 6
"4042" "i" "might" "be" 0 2 6
"4043" "i" "miss" "you" 0 2 26
"4044" "i" "never" "knew" 0 2 2
"4045" "i" "person" "dont" 0 2 2
"4046" "i" "suppos" "to" 0 2 3
"4047" "out" "into" "the" 0 2 2
"4048" "at" "least" "an" 0 2 2
"4049" "at" "least" "he" 0 2 2
"4050" "at" "least" "that" 0 2 4
"4051" "i" "think" "you" 0 2 10
"4052" "at" "least" "we" 0 2 2
"4053" "i" "thought" "the" 0 2 7
"4054" "it" "to" "us" 0 2 2
"4055" "at" "the" "mall" 0 2 3
"4056" "part" "of" "me" 0 2 2
"4057" "back" "in" "a" 0 2 2
"4058" "i" "wouldnt" "be" 0 2 2
"4059" "back" "to" "you" 0 2 3
"4060" "back" "to" "your" 0 2 2
"4061" "bag" "for" "the" 0 2 2
"4062" "be" "a" "bad" 0 2 2
"4063" "if" "i" "did" 0 2 3
"4064" "be" "afraid" "to" 0 2 3
"4065" "if" "it" "a" 0 2 3
"4066" "if" "it" "onli" 0 2 2
"4067" "be" "back" "to" 0 2 2
"4068" "if" "we" "can" 0 2 5
"4069" "if" "you" "ever" 0 2 5
"4070" "if" "you" "find" 0 2 2
"4071" "be" "look" "for" 0 2 2
"4072" "if" "your" "look" 0 2 2
"4073" "ill" "let" "you" 0 2 3
"4074" "be" "on" "my" 0 2 2
"4075" "be" "open" "to" 0 2 4
"4076" "ill" "take" "a" 0 2 2
"4077" "im" "allerg" "to" 0 2 2
"4078" "im" "get" "a" 0 2 3
"4079" "im" "in" "the" 0 2 4
"4080" "be" "seen" "in" 0 2 3
"4081" "im" "proud" "of" 0 2 3
"4082" "be" "the" "same" 0 2 8
"4083" "becaus" "you" "are" 0 2 2
"4084" "been" "mean" "to" 0 2 3
"4085" "in" "just" "a" 0 2 4
"4086" "put" "me" "in" 0 2 9
"4087" "put" "on" "my" 0 2 2
"4088" "in" "my" "dream" 0 2 4
"4089" "in" "my" "face" 0 2 3
"4090" "in" "my" "heart" 0 2 2
"4091" "belong" "to" "the" 0 2 3
"4092" "in" "my" "room" 0 2 2
"4093" "best" "friend" "and" 0 2 2
"4094" "born" "and" "rais" 0 2 2
"4095" "break" "from" "the" 0 2 2
"4096" "bright" "and" "earli" 0 2 2
"4097" "bring" "it" "on" 0 2 3
"4098" "bring" "me" "to" 0 2 2
"4099" "bring" "your" "own" 0 2 2
"4100" "in" "the" "studio" 0 2 8
"4101" "in" "the" "word" 0 2 4
"4102" "right" "around" "the" 0 2 3
"4103" "in" "washington" "dc" 0 2 3
"4104" "in" "your" "head" 0 2 5
"4105" "say" "i" "am" 0 2 2
"4106" "is" "actual" "a" 0 2 2
"4107" "see" "all" "the" 0 2 4
"4108" "is" "come" "up" 0 2 3
"4109" "is" "definit" "a" 0 2 3
"4110" "is" "exact" "what" 0 2 2
"4111" "see" "what" "i" 0 2 2
"4112" "see" "you" "soon" 0 2 9
"4113" "is" "just" "the" 0 2 4
"4114" "is" "of" "the" 0 2 3
"4115" "is" "onli" "as" 0 2 2
"4116" "is" "still" "in" 0 2 2
"4117" "is" "that" "your" 0 2 2
"4118" "chanc" "to" "make" 0 2 3
"4119" "is" "the" "man" 0 2 4
"4120" "should" "never" "be" 0 2 2
"4121" "is" "the" "stuff" 0 2 2
"4122" "is" "the" "way" 0 2 2
"4123" "it" "a" "bit" 0 2 4
"4124" "it" "a" "nice" 0 2 2
"4125" "it" "all" "good" 0 2 9
"4126" "we" "are" "on" 0 2 4
"4127" "we" "can" "get" 0 2 9
"4128" "we" "cant" "be" 0 2 3
"4129" "it" "becaus" "of" 0 2 3
"4130" "so" "excit" "that" 0 2 4
"4131" "it" "creat" "a" 0 2 2
"4132" "so" "it" "wasnt" 0 2 2
"4133" "so" "much" "so" 0 2 2
"4134" "so" "what" "the" 0 2 3
"4135" "it" "i" "just" 0 2 2
"4136" "it" "i" "want" 0 2 2
"4137" "the" "other" "half" 0 2 2
"4138" "it" "like" "the" 0 2 4
"4139" "it" "like" "you" 0 2 2
"4140" "it" "must" "be" 0 2 3
"4141" "speak" "to" "a" 0 2 2
"4142" "it" "not" "my" 0 2 3
"4143" "it" "off" "and" 0 2 2
"4144" "it" "on" "my" 0 2 3
"4145" "stare" "at" "me" 0 2 3
"4146" "it" "thank" "you" 0 2 4
"4147" "it" "to" "me" 0 2 3
"4148" "it" "to" "you" 0 2 5
"4149" "what" "not" "to" 0 2 2
"4150" "it" "up" "with" 0 2 2
"4151" "it" "was" "and" 0 2 2
"4152" "still" "have" "to" 0 2 2
"4153" "it" "was" "hilari" 0 2 2
"4154" "it" "was" "in" 0 2 3
"4155" "stori" "of" "my" 0 2 4
"4156" "studi" "show" "that" 0 2 2
"4157" "stuff" "like" "that" 0 2 3
"4158" "suck" "it" "up" 0 2 3
"4159" "ive" "been" "so" 0 2 2
"4160" "sure" "i" "have" 0 2 3
"4161" "just" "a" "matter" 0 2 2
"4162" "take" "it" "easi" 0 2 5
"4163" "do" "but" "i" 0 2 4
"4164" "do" "it" "alon" 0 2 2
"4165" "tell" "us" "someth" 0 2 2
"4166" "do" "you" "mean" 0 2 6
"4167" "do" "your" "best" 0 2 2
"4168" "know" "a" "lot" 0 2 2
"4169" "doe" "anyon" "know" 0 2 4
"4170" "thank" "for" "all" 0 2 12
"4171" "thank" "for" "stop" 0 2 3
"4172" "know" "it" "was" 0 2 4
"4173" "know" "when" "you" 0 2 8
"4174" "that" "cant" "be" 0 2 3
"4175" "dont" "tell" "me" 0 2 3
"4176" "last" "night" "and" 0 2 5
"4177" "down" "for" "the" 0 2 3
"4178" "least" "an" "hour" 0 2 2
"4179" "let" "it" "happen" 0 2 2
"4180" "life" "is" "not" 0 2 2
"4181" "enough" "is" "enough" 0 2 2
"4182" "like" "there" "is" 0 2 2
"4183" "like" "to" "know" 0 2 2
"4184" "that" "time" "of" 0 2 3
"4185" "like" "to" "read" 0 2 2
"4186" "like" "to" "use" 0 2 2
"4187" "that" "we" "cant" 0 2 2
"4188" "exact" "same" "thing" 0 2 2
"4189" "excit" "to" "see" 0 2 13
"4190" "look" "like" "i" 0 2 3
"4191" "look" "like" "this" 0 2 2
"4192" "love" "and" "respect" 0 2 4
"4193" "love" "the" "way" 0 2 3
"4194" "love" "with" "you" 0 2 2
"4195" "feel" "good" "but" 0 2 2
"4196" "feel" "like" "it" 0 2 2
"4197" "feel" "like" "ive" 0 2 3
"4198" "feel" "like" "we" 0 2 2
"4199" "feel" "the" "same" 0 2 7
"4200" "make" "it" "so" 0 2 4
"4201" "make" "it" "wors" 0 2 2
"4202" "figur" "it" "out" 0 2 4
"4203" "make" "plan" "for" 0 2 2
"4204" "mani" "thank" "to" 0 2 2
"4205" "hope" "im" "not" 0 2 3
"4206" "the" "day" "is" 0 2 5
"4207" "hope" "to" "have" 0 2 3
"4208" "hope" "you" "have" 0 2 11
"4209" "me" "as" "well" 0 2 2
"4210" "for" "a" "great" 0 2 13
"4211" "for" "a" "special" 0 2 2
"4212" "for" "an" "interview" 0 2 2
"4213" "me" "like" "a" 0 2 2
"4214" "me" "that" "my" 0 2 2
"4215" "me" "with" "my" 0 2 3
"4216" "i" "assum" "that" 0 2 2
"4217" "for" "the" "night" 0 2 5
"4218" "more" "than" "an" 0 2 3
"4219" "for" "you" "and" 0 2 3
"4220" "found" "out" "about" 0 2 4
"4221" "i" "had" "my" 0 2 4
"4222" "friend" "at" "the" 0 2 3
"4223" "my" "dad" "is" 0 2 3
"4224" "my" "mom" "and" 0 2 2
"4225" "get" "in" "a" 0 2 5
"4226" "the" "peopl" "that" 0 2 2
"4227" "get" "the" "same" 0 2 2
"4228" "get" "up" "earli" 0 2 2
"4229" "my" "year" "old" 0 2 5
"4230" "give" "away" "a" 0 2 2
"4231" "glass" "of" "water" 0 2 4
"4232" "glass" "of" "wine" 0 2 3
"4233" "need" "to" "find" 0 2 2
"4234" "what" "i" "thought" 0 2 3
"4235" "need" "to" "use" 0 2 3
"4236" "never" "be" "a" 0 2 2
"4237" "go" "out" "of" 0 2 5
"4238" "i" "thought" "was" 0 2 4
"4239" "nice" "to" "have" 0 2 2
"4240" "the" "same" "problem" 0 2 2
"4241" "good" "for" "you" 0 2 9
"4242" "got" "off" "the" 0 2 3
"4243" "i" "wish" "id" 0 2 2
"4244" "not" "abl" "to" 0 2 2
"4245" "grow" "up" "and" 0 2 3
"4246" "peopl" "are" "so" 0 2 2
"4247" "not" "easi" "but" 0 2 2
"4248" "not" "get" "a" 0 2 2
"4249" "had" "a" "heart" 0 2 2
"4250" "not" "know" "how" 0 2 3
"4251" "not" "on" "the" 0 2 2
"4252" "if" "you" "make" 0 2 5
"4253" "hand" "if" "you" 0 2 2
"4254" "now" "i" "dont" 0 2 4
"4255" "hard" "to" "find" 0 2 3
"4256" "now" "i" "just" 0 2 2
"4257" "the" "window" "and" 0 2 2
"4258" "has" "ever" "been" 0 2 2
"4259" "have" "a" "fantast" 0 2 4
"4260" "have" "a" "friend" 0 2 2
"4261" "have" "a" "huge" 0 2 2
"4262" "have" "alreadi" "start" 0 2 2
"4263" "in" "contact" "with" 0 2 4
"4264" "then" "i" "had" 0 2 2
"4265" "have" "been" "so" 0 2 2
"4266" "have" "fun" "and" 0 2 5
"4267" "of" "her" "own" 0 2 3
"4268" "of" "me" "and" 0 2 4
"4269" "have" "someth" "to" 0 2 2
"4270" "have" "such" "a" 0 2 2
"4271" "have" "the" "most" 0 2 2
"4272" "have" "time" "for" 0 2 3
"4273" "have" "to" "agre" 0 2 2
"4274" "of" "my" "new" 0 2 3
"4275" "of" "my" "work" 0 2 2
"4276" "have" "to" "stop" 0 2 2
"4277" "he" "think" "he" 0 2 2
"4278" "of" "the" "girl" 0 2 3
"4279" "hear" "about" "the" 0 2 2
"4280" "up" "to" "that" 0 2 3
"4281" "here" "at" "the" 0 2 5
"4282" "here" "we" "go" 0 2 8
"4283" "hey" "i" "am" 0 2 2
"4284" "this" "is" "all" 0 2 3
"4285" "this" "is" "to" 0 2 2
"4286" "of" "us" "to" 0 2 2
"4287" "home" "from" "a" 0 2 3
"4288" "of" "what" "they" 0 2 2
"4289" "those" "peopl" "who" 0 2 2
"4290" "hope" "to" "see" 0 2 26
"4291" "hope" "you" "do" 0 2 2
"4292" "hope" "you" "enjoy" 0 2 3
"4293" "hour" "of" "sleep" 0 2 4
"4294" "how" "about" "a" 0 2 4
"4295" "how" "am" "i" 0 2 4
"4296" "how" "i" "felt" 0 2 2
"4297" "oh" "my" "gosh" 0 2 2
"4298" "i" "am" "an" 0 2 2
"4299" "time" "to" "go" 0 2 5
"4300" "on" "me" "and" 0 2 2
"4301" "i" "am" "love" 0 2 2
"4302" "on" "my" "bed" 0 2 3
"4303" "i" "am" "sorri" 0 2 2
"4304" "i" "call" "it" 0 2 2
"4305" "on" "the" "car" 0 2 2
"4306" "i" "cant" "seem" 0 2 2
"4307" "i" "cant" "stop" 0 2 7
"4308" "i" "did" "not" 0 2 6
"4309" "i" "didnt" "realiz" 0 2 4
"4310" "on" "the" "train" 0 2 2
"4311" "i" "do" "it" 0 2 2
"4312" "on" "the" "weekend" 0 2 4
"4313" "on" "their" "websit" 0 2 2
"4314" "on" "with" "the" 0 2 3
"4315" "i" "get" "an" 0 2 3
"4316" "i" "get" "my" 0 2 2
"4317" "i" "get" "the" 0 2 3
"4318" "i" "go" "back" 0 2 2
"4319" "smell" "like" "a" 0 2 3
"4320" "we" "get" "to" 0 2 6
"4321" "i" "have" "yet" 0 2 3
"4322" "i" "hear" "that" 0 2 2
"4323" "onli" "have" "a" 0 2 2
"4324" "onli" "if" "you" 0 2 2
"4325" "i" "just" "have" 0 2 4
"4326" "onli" "thing" "i" 0 2 2
"4327" "i" "like" "about" 0 2 2
"4328" "i" "listen" "to" 0 2 5
"4329" "i" "love" "a" 0 2 3
"4330" "i" "love" "watch" 0 2 4
"4331" "i" "make" "it" 0 2 3
"4332" "i" "mean" "i" 0 2 4
"4333" "or" "not" "to" 0 2 2
"4334" "i" "miss" "it" 0 2 6
"4335" "i" "realli" "dont" 0 2 6
"4336" "i" "realli" "enjoy" 0 2 2
"4337" "i" "said" "it" 0 2 6
"4338" "i" "said" "the" 0 2 2
"4339" "i" "say" "i" 0 2 3
"4340" "need" "to" "talk" 0 2 3
"4341" "i" "think" "ill" 0 2 6
"4342" "i" "think" "is" 0 2 2
"4343" "out" "of" "school" 0 2 2
"4344" "i" "wait" "for" 0 2 2
"4345" "to" "me" "on" 0 2 2
"4346" "i" "want" "that" 0 2 2
"4347" "i" "was" "actual" 0 2 2
"4348" "to" "my" "car" 0 2 2
"4349" "stuck" "in" "the" 0 2 3
"4350" "i" "wonder" "what" 0 2 5
"4351" "i" "would" "agre" 0 2 2
"4352" "i" "would" "do" 0 2 6
"4353" "to" "rememb" "to" 0 2 2
"4354" "if" "he" "doe" 0 2 5
"4355" "if" "i" "cant" 0 2 3
"4356" "if" "im" "not" 0 2 2
"4357" "if" "it" "doesnt" 0 2 4
"4358" "if" "it" "not" 0 2 5
"4359" "if" "onli" "i" 0 2 5
"4360" "if" "they" "do" 0 2 5
"4361" "if" "you" "didnt" 0 2 5
"4362" "to" "take" "you" 0 2 2
